aX,aY,aZ,gX,gY,gZ
0.266,-0.961,-0.423,28.564,-77.881,-100.342
0.270,-0.964,-0.443,31.372,-72.388,-91.858
0.256,-0.961,-0.535,39.307,-65.857,-83.923
0.247,-0.933,-0.581,38.696,-63.293,-76.782
0.273,-0.876,-0.630,44.189,-63.416,-71.228
0.255,-0.867,-0.671,53.528,-66.650,-68.176
0.248,-0.883,-0.645,53.955,-71.655,-65.063
0.233,-0.914,-0.576,50.903,-75.500,-62.073
0.228,-0.943,-0.495,42.725,-76.355,-58.167
0.219,-0.985,-0.444,37.964,-71.594,-52.795
0.221,-1.000,-0.396,31.860,-64.026,-46.021
0.216,-1.002,-0.437,27.954,-54.016,-39.063
0.224,-0.968,-0.377,21.362,-46.509,-32.532
0.204,-0.992,-0.384,29.602,-39.307,-29.846
0.200,-0.949,-0.445,33.081,-30.945,-25.940
0.197,-0.925,-0.395,30.457,-26.245,-22.278
0.168,-0.915,-0.385,33.813,-22.278,-19.043
0.123,-0.933,-0.360,38.330,-16.907,-18.494
0.065,-1.001,-0.261,35.156,-9.094,-15.625
-0.092,-1.189,0.068,24.963,1.404,-9.399
-0.267,-1.492,0.693,7.141,22.461,4.150
-0.470,-1.754,1.751,-4.578,62.012,30.762
-0.890,-2.171,2.923,13.733,128.540,74.341
-1.629,-2.904,4.000,47.546,239.929,138.977
-2.702,-2.895,4.000,88.623,401.917,248.474
-3.893,-2.117,4.000,143.005,605.042,371.094
-4.000,-1.044,4.000,210.693,796.936,469.055
-4.000,0.175,3.376,233.154,925.720,525.452
-4.000,0.741,3.331,274.292,996.155,533.264
-4.000,0.742,3.094,279.297,1071.838,506.531
-4.000,0.665,2.296,286.560,1168.030,477.234
-4.000,0.946,1.442,297.058,1226.135,452.148
-4.000,0.997,0.529,276.245,1241.394,406.433
-4.000,0.727,-0.141,248.962,1218.445,348.755
-4.000,0.370,-0.831,235.107,1164.307,289.551
-4.000,0.106,-1.654,237.976,1082.764,254.761
-4.000,-0.235,-2.385,265.381,969.177,250.732
-4.000,-0.408,-2.657,256.165,825.989,267.883
-4.000,-0.515,-2.828,223.206,680.542,292.847
-3.807,-0.294,-2.861,185.974,538.086,324.707
-3.430,0.077,-2.795,140.808,404.236,335.754
-3.076,0.240,-2.083,100.037,270.813,313.416
-2.774,0.522,-1.308,69.336,163.391,285.889
-2.524,0.874,-0.724,37.964,96.985,249.634
-2.258,1.062,-0.317,17.212,58.960,196.838
-2.066,1.317,-0.069,-0.305,35.767,140.625
-1.918,1.298,0.219,-6.409,23.315,79.102
-1.804,1.145,0.395,12.878,20.264,11.658
-1.721,0.996,0.552,21.484,25.696,-42.603
-1.673,0.771,0.522,24.780,40.771,-88.562
-1.666,0.524,0.337,23.132,58.044,-124.634
-1.680,0.265,0.080,22.217,69.092,-149.719
-1.703,-0.093,-0.152,16.663,69.519,-161.865
-1.667,-0.272,-0.370,3.235,62.744,-156.006
-1.649,-0.517,-0.466,8.057,46.997,-144.775
-1.619,-0.690,-0.472,11.780,31.311,-127.991
-1.550,-0.745,-0.416,5.798,16.968,-103.271
-1.462,-0.720,-0.377,-1.038,6.897,-78.369
-1.371,-0.683,-0.290,-2.258,-1.099,-57.251
-1.263,-0.598,-0.213,-1.221,-6.836,-40.039
-1.173,-0.515,-0.197,-1.831,-9.338,-27.466
-1.118,-0.455,-0.202,-4.028,-10.254,-20.813
-1.089,-0.415,-0.240,-5.676,-10.986,-17.639
-1.064,-0.397,-0.260,-4.578,-13.855,-16.296
-1.062,-0.388,-0.243,-3.662,-19.531,-15.991
-1.071,-0.386,-0.197,-2.808,-24.902,-16.235
-1.085,-0.394,-0.189,-0.427,-27.527,-15.503
-1.094,-0.397,-0.141,3.601,-31.250,-14.343
-1.094,-0.416,-0.099,6.042,-33.386,-13.245
-1.087,-0.406,-0.064,7.385,-34.058,-10.925
-1.064,-0.365,-0.052,6.592,-34.241,-8.362
-1.037,-0.317,-0.060,5.249,-33.203,-7.507
-1.013,-0.276,-0.064,3.967,-32.654,-8.179
-0.985,-0.243,-0.098,3.479,-32.043,-10.376
-0.962,-0.206,-0.095,0.793,-33.203,-14.160
-0.946,-0.227,-0.102,-2.197,-32.532,-20.020
-0.937,-0.269,-0.098,-3.418,-33.569,-24.963
-0.931,-0.338,-0.082,-4.639,-34.851,-28.503
-0.931,-0.413,-0.056,-4.028,-35.461,-29.236
-0.926,-0.454,-0.033,-4.150,-34.668,-26.672
-0.922,-0.463,-0.040,-3.845,-32.715,-21.484
-0.925,-0.462,-0.044,-2.808,-31.433,-16.235
-0.934,-0.450,-0.072,-2.075,-30.273,-11.414
-0.947,-0.430,-0.092,-2.747,-29.846,-7.141
-0.960,-0.411,-0.123,-2.563,-30.212,-3.601
-0.982,-0.404,-0.151,-0.427,-31.982,-0.916
-1.005,-0.391,-0.170,1.038,-34.485,1.770
-1.034,-0.400,-0.216,2.075,-36.560,4.272
-1.066,-0.434,-0.263,3.967,-40.588,7.507
-1.100,-0.455,-0.334,3.967,-46.692,13.611
-1.127,-0.460,-0.418,2.502,-54.993,21.240
-1.187,-0.555,-0.576,5.432,-63.660,28.381
-1.269,-0.655,-0.753,8.545,-78.674,39.795
-1.361,-0.724,-0.988,10.742,-98.999,59.021
-1.509,-0.791,-1.178,5.981,-127.563,83.801
-1.624,-0.757,-1.370,9.888,-162.231,114.197
-1.688,-0.446,-1.485,4.456,-200.317,151.367
-1.733,0.179,-1.477,-30.151,-239.685,184.387
-1.789,0.789,-1.585,-59.509,-273.437,191.711
-1.790,1.460,-1.593,-99.426,-310.181,179.016
-1.715,2.413,-1.495,-174.438,-353.210,153.809
-1.714,3.420,-1.240,-252.747,-398.865,95.459
0.248,0.140,-1.150,6.592,-87.708,-170.532
0.189,-0.067,-1.122,9.766,-93.811,-187.073
0.139,-0.274,-1.070,10.925,-99.365,-194.641
0.140,-0.398,-1.085,10.620,-102.356,-190.552
0.175,-0.432,-1.125,11.780,-104.614,-180.481
0.229,-0.284,-1.178,9.644,-109.680,-168.701
0.224,-0.293,-1.195,7.324,-117.371,-165.710
0.204,-0.387,-1.186,1.465,-125.061,-170.715
0.194,-0.440,-1.153,3.052,-133.789,-170.288
0.228,-0.410,-1.141,3.845,-142.273,-164.673
0.197,-0.298,-1.127,7.568,-150.024,-161.072
0.205,-0.310,-1.061,13.733,-159.424,-166.382
0.211,-0.208,-1.079,14.465,-169.006,-170.410
0.204,-0.243,-1.137,17.090,-176.575,-178.345
0.128,-0.492,-1.144,9.644,-186.584,-192.993
0.088,-0.719,-1.064,5.981,-200.256,-200.562
0.039,-0.890,-0.866,8.545,-211.487,-193.787
0.076,-0.902,-0.778,3.662,-214.050,-176.636
0.118,-0.851,-0.800,-4.333,-213.379,-160.583
0.156,-0.724,-0.802,-9.949,-217.102,-150.208
0.159,-0.623,-0.779,-12.878,-224.548,-147.766
0.147,-0.607,-0.822,-9.827,-232.422,-152.344
0.110,-0.620,-0.854,-11.047,-242.126,-158.752
0.026,-0.736,-0.770,-9.033,-254.150,-165.222
-0.022,-0.886,-0.684,3.052,-265.503,-170.349
-0.052,-0.943,-0.561,12.512,-273.437,-169.128
-0.051,-0.925,-0.427,17.029,-275.452,-164.673
-0.042,-0.804,-0.349,18.921,-270.569,-160.889
-0.041,-0.664,-0.369,26.489,-261.353,-162.537
-0.084,-0.648,-0.328,36.255,-257.141,-176.758
-0.138,-0.783,-0.282,50.598,-253.357,-199.707
-0.167,-0.869,-0.237,65.613,-247.070,-219.482
-0.186,-0.937,-0.105,75.134,-238.647,-229.370
-0.221,-1.096,0.003,88.623,-227.600,-229.919
-0.276,-1.262,0.115,94.421,-215.332,-221.313
-0.337,-1.344,0.231,103.455,-200.806,-203.430
-0.415,-1.449,0.371,125.366,-182.495,-181.335
-0.550,-1.636,0.534,142.639,-159.424,-157.227
-0.712,-1.819,0.756,139.038,-133.423,-126.221
-0.843,-1.964,1.284,119.202,-113.892,-88.867
-0.980,-2.087,2.280,91.003,-93.140,-47.852
-1.377,-2.591,3.731,105.408,-45.349,-4.456
-1.886,-3.123,4.000,134.155,59.387,76.660
-2.793,-2.479,4.000,198.425,240.234,215.149
-4.000,-1.964,4.000,244.019,516.357,322.998
-4.000,-2.238,4.000,204.895,795.105,393.799
-4.000,-1.018,4.000,182.739,1037.537,506.042
-4.000,0.170,3.291,233.948,1208.984,566.284
-4.000,0.682,3.486,238.525,1297.668,567.810
-4.000,1.240,2.940,368.103,1385.071,559.814
-4.000,2.092,1.944,571.960,1409.424,565.063
-4.000,2.247,1.394,503.906,1367.432,524.597
-4.000,2.253,-0.142,429.443,1369.812,445.740
-4.000,1.688,-1.419,405.701,1314.819,348.999
-4.000,1.473,-2.209,456.909,1175.476,308.411
-4.000,1.191,-3.351,479.797,991.089,305.847
-4.000,0.954,-2.879,427.979,771.301,306.335
-4.000,1.121,-3.694,353.760,650.391,313.660
-3.843,1.282,-4.000,234.802,537.109,305.420
-3.152,1.201,-3.998,153.809,374.084,268.860
-2.686,0.907,-2.796,106.628,184.692,222.229
-2.383,0.527,-1.347,65.674,47.546,178.833
-2.035,0.448,-0.230,15.930,-19.226,153.564
-1.716,0.686,0.460,-21.973,-38.208,136.353
-1.392,0.892,0.873,-42.969,-30.151,107.849
-1.179,1.035,0.919,-36.987,-3.052,60.547
-1.049,1.161,0.739,-40.161,31.067,10.925
-1.029,1.119,0.427,-47.241,59.448,-42.480
-1.142,0.775,0.039,-46.143,78.735,-96.924
-1.276,0.293,-0.127,-31.982,79.956,-136.841
-1.393,-0.200,-0.260,-8.667,75.500,-150.513
-1.484,-0.668,-0.474,2.930,70.801,-141.724
-1.509,-0.967,-0.595,4.395,58.105,-113.464
-1.468,-1.008,-0.594,1.953,39.673,-72.998
-1.386,-0.867,-0.490,-5.371,22.705,-32.410
-1.288,-0.627,-0.391,-15.198,12.207,-1.648
-1.200,-0.381,-0.310,-24.414,6.653,16.174
-1.130,-0.201,-0.252,-30.090,4.150,19.348
-1.094,-0.138,-0.217,-30.640,3.418,11.230
-1.076,-0.150,-0.200,-30.762,4.211,-2.136
-1.085,-0.220,-0.158,-28.137,5.615,-15.564
-1.113,-0.360,-0.207,-21.362,9.705,-27.100
-1.140,-0.525,-0.245,-8.057,11.963,-34.790
-1.158,-0.675,-0.269,1.526,10.376,-34.790
-1.166,-0.724,-0.282,6.653,8.057,-27.161
-1.156,-0.719,-0.274,12.512,5.066,-17.151
-1.144,-0.684,-0.266,15.320,1.770,-7.629
-1.116,-0.621,-0.240,16.235,-2.075,0.732
-1.080,-0.513,-0.219,15.015,-5.371,8.240
-1.043,-0.420,-0.190,13.123,-7.629,10.681
-1.013,-0.356,-0.139,13.062,-10.315,9.094
-0.988,-0.307,-0.133,11.902,-12.390,5.432
-0.970,-0.307,-0.084,13.000,-14.893,0.244
-0.973,-0.332,-0.079,13.611,-13.000,-4.944
-0.983,-0.415,-0.089,13.000,-11.169,-9.216
-0.987,-0.458,-0.130,11.658,-10.803,-9.521
-0.986,-0.509,-0.165,10.681,-12.817,-7.385
-0.981,-0.530,-0.163,14.099,-16.357,-3.662
-0.960,-0.526,-0.131,15.503,-20.508,2.258
-0.931,-0.468,-0.064,11.475,-23.926,9.399
-0.900,-0.404,-0.009,8.118,-25.024,13.550
-0.873,-0.355,0.073,5.188,-24.170,14.404
-0.855,-0.301,0.085,-0.183,-20.142,13.672
-0.834,-0.270,0.110,0.549,-15.747,8.850
-0.830,-0.268,0.097,0.671,-11.414,2.075
-0.843,-0.303,0.023,-2.319,-5.920,-5.676
-0.865,-0.367,-0.049,-4.333,-3.174,-12.878
-0.907,-0.462,-0.107,-3.418,-3.174,-18.372
-0.944,-0.559,-0.110,0.061,-5.188,-19.775
-0.962,-0.644,-0.105,0.977,-7.263,-17.395
-0.973,-0.683,-0.098,1.221,-8.423,-11.963
-0.975,-0.685,-0.113,2.075,-8.545,-5.432
-0.968,-0.653,-0.164,-0.122,-8.362,0.732
-0.957,-0.586,-0.200,-2.380,-10.071,6.592
-0.942,-0.527,-0.226,-0.916,-13.367,10.315
-0.942,-0.535,-0.251,2.625,-16.785,10.620
-0.936,-0.535,-0.221,7.812,-21.729,10.925
-0.936,-0.555,-0.207,10.498,-23.682,11.108
-0.953,-0.587,-0.234,8.484,-24.475,12.268
